name,pca2_mean,pca2_std,pca2_entropy,pca2_ggd1,pca2_ggd2,pca2_aggd1,pca2_aggd2,pca2_aggd3,pca2_aggd4,pca2_gamma1,pca2_gamma2,omni_mean,omni_std,omni_entropy,omni_ggd1,omni_ggd2,omni_aggd1,omni_aggd2,omni_aggd3,omni_aggd4,omni_gamma1,omni_gamma2,egen_mean,egen_std,egen_entropy,egen_ggd1,egen_ggd2,egen_aggd1,egen_aggd2,egen_aggd3,egen_aggd4,egen_gamma1,egen_gamma2,vert_mean,vert_std,vert_entropy,uniformity
soldier17,0.44743018379185917,0.1401911284719963,6.99992370499027,10.000000000000007,0.4688785945489045,1.352000000000001,-0.18645349593731156,1.112889064661437,0.8656075938069604,10.18623265803759,0.043924991585461974,5.200027337124656,1.733643171349607,6.696325992820019,10.000000000000007,5.481402611866615,2.320000000000002,0.3450432287767599,0.7973895384890964,1.2232125905887394,8.996962801042185,0.5779758627569627,-103.29008775095042,29.7395390694763,6.670203206111486,10.000000000000007,107.4861575571142,1.9250000000000014,-0.20339235958934113,1.130790315310501,0.8747395300133504,12.062933241017339,-8.562601291677161,0.469532552711642,0.31061590819583623,7.564405524357779,0.18191227392969855
soldier16,0.4606670804418913,0.12510038921512776,6.885260934433232,10.000000000000007,0.47735124103446835,1.381000000000001,-0.16316058057563712,1.0965438845589421,0.880966722179338,13.559968297929522,0.03397257798251864,2.199737384553955,0.54643168709486,6.29088605084192,10.000000000000007,2.266590175289771,1.5400000000000011,0.36409003052763833,0.7781364584162813,1.2506352256070863,16.20584045638768,0.1357373220150954,-29.4223097498846,8.625743621093076,6.658798751366,10.000000000000007,30.660650404344487,1.8880000000000015,-0.2054097450719322,1.1323711376406063,0.873175467045922,11.634884446856775,-2.5288011998978805,0.4703698439038935,0.31033514064227263,7.570282946082919,0.1805757215632761
soldier20,0.4726674744398761,0.09772113663202174,6.7002371647131,10.000000000000007,0.4826633874195427,1.6580000000000013,-0.1163979290886838,1.0670331858163453,0.9176220234637894,23.395652504047014,0.020203218284171105,1.1714154721216379,0.19787728131864304,5.663084745704801,10.000000000000007,1.18801075736463,0.9490000000000007,0.09402045821525973,0.9370202913836474,1.0717874769561218,35.045381108411654,0.03342567365719053,-8.387460571009889,2.45505930919161,6.299640641190323,10.000000000000007,8.739382169329792,1.8130000000000013,-0.2417100322491717,1.1572084085742265,0.8506600191294318,11.671797703945202,-0.7186091452026135,0.4742691802187589,0.3099328194838119,7.568137079979198,0.18058135845406
soldier1,0.43104473866918713,0.13916443195986217,6.962672108736849,10.000000000000007,0.4529528444797973,1.141000000000001,-0.31574032646140304,1.209506934450213,0.7764932512660964,9.593758666609041,0.044929704159583785,1.163451481150664,0.2603775461389302,6.052093674651447,10.000000000000007,1.1922314048185871,1.2890000000000008,-0.03157846420847612,1.0194307538364173,0.9771804007053703,19.965955053865162,0.05827176701599527,-5.336911323967761,1.6377900023789749,6.030949208353675,10.000000000000007,5.5825598874206195,1.9900000000000015,-0.07881002001573018,1.049612768868343,0.9507825733509965,10.618523614613695,-0.5026038946339829,0.5073061195134397,0.3476475314814116,7.429578247377917,0.18101492848355485
soldier19,0.4712170986704022,0.0831782451528725,6.640527742888962,10.000000000000007,0.478502001270742,1.7410000000000012,-0.053620021685063024,1.0303525329592347,0.9619871289395604,32.09394914123944,0.014682428036408493,0.9865480634355502,0.14834188175755836,5.5481371563484245,10.000000000000007,0.9976383942540173,0.7190000000000005,-0.0579545632327639,1.0412397804958142,0.9507637061170096,44.22924383436861,0.022305334161488576,-5.351673374159614,1.4832333359898917,6.175268290691363,10.000000000000007,5.553412110334957,1.8040000000000014,-0.23071497784118472,1.1499735352212748,0.8571828069336583,13.018496446249019,-0.41108229327831297,0.4816699671821125,0.3151199397404439,7.55847669993703,0.18066197109340468
soldier31,0.42319754929050324,0.11576618650507525,6.942940079074257,10.000000000000007,0.4387458980069581,1.348000000000001,-0.1849646504277287,1.1138382972026402,0.8684007721301064,13.363593092581631,0.03166794636432231,1.0867692202093953,0.19697740480976383,6.299028954284202,10.000000000000007,1.104476074611713,1.8020000000000014,0.3235879153962181,0.8045826028013284,1.215293123762646,30.439831678767057,0.03570220859557047,-2.4388558830058438,0.8882256293943757,5.67348794652545,10.000000000000007,2.595565842425173,1.7480000000000013,-0.20842661009900898,1.1353444828829842,0.869743683274523,7.539214234380379,-0.3234893991848853,0.4646857687086105,0.3083763458901665,7.574216197943293,0.18085658613356456
soldier11,0.4839145939330567,0.05405510604273047,6.24337513709708,10.000000000000007,0.48692431234600614,2.3100000000000023,-0.11695904858506101,1.069852929339212,0.9254527298606959,80.14277978582874,0.0060381558416897465,0.7733388661967402,0.09973701122686754,4.666374156165613,10.000000000000007,0.7797438451137902,0.34600000000000014,-0.34984897210673177,1.366148273582578,0.5615661937104952,60.12116463727271,0.012863005413526224,-2.3956452534236563,0.6017580433091605,5.123485476503958,10.000000000000007,2.4700665135298525,1.339000000000001,-0.3225648062806511,1.2223574556839087,0.7938141310704582,15.848990987992016,-0.15115443344240126,0.4817508652449483,0.30979858354509826,7.521786714044814,0.18085354458273603
soldier18,0.4808877528203435,0.07203286834834438,6.542796308801049,10.000000000000007,0.48625277292288954,2.317000000000002,-0.10153393417992176,1.0587324675319336,0.9334125257653042,44.56834404350169,0.010789895005992704,0.8648332436463071,0.1215471409157022,5.296759525296438,10.000000000000007,0.8733328290981809,0.5300000000000002,-0.21498250537055305,1.1697862497772435,0.7885882426334865,50.62624743086987,0.017082704872156223,-3.595654217456755,0.9634148186592664,5.739895938893681,10.000000000000007,3.7224852362352507,1.7720000000000014,-0.23956028836358084,1.1566038564682934,0.8518797915847899,13.929312400350755,-0.2581358012593797,0.48360080338973166,0.3142561788243775,7.556513807378798,0.18079730102713473
soldier37,0.42301803520883763,0.11587491962689933,6.963828078376961,10.000000000000007,0.4386014619688773,1.343000000000001,-0.18633903566259535,1.1147806644603646,0.8673536550252913,13.327211362090868,0.0317409264185686,1.0879092326485884,0.19673781814657312,6.4701498429177,10.000000000000007,1.105555168704707,1.8100000000000014,0.32446197303707813,0.8041055679711812,1.215691215667853,30.57806738093369,0.03557808997853577,-2.4416721399356924,0.8846402973675165,5.976138374114543,10.000000000000007,2.596988747807983,1.7580000000000013,-0.2060175133886551,1.1336978099055266,0.8713661337479317,7.618012277886123,-0.32051302240920215,0.4647616463848439,0.3078726215456503,7.574958703059764,0.18085736475062278
soldier8,0.4839145939330567,0.05405510604273047,6.24337513709708,10.000000000000007,0.48692431234600614,2.3100000000000023,-0.11695904858506101,1.069852929339212,0.9254527298606959,80.14277978582874,0.0060381558416897465,0.7733388661967402,0.09973701122686754,4.666374156165613,10.000000000000007,0.7797438451137902,0.34600000000000014,-0.34984897210673177,1.366148273582578,0.5615661937104952,60.12116463727271,0.012863005413526224,-2.3956452534236563,0.6017580433091605,5.123485476503958,10.000000000000007,2.4700665135298525,1.339000000000001,-0.3225648062806511,1.2223574556839087,0.7938141310704582,15.848990987992016,-0.15115443344240126,0.4817508652449483,0.30979858354509826,7.521786714044814,0.18085354458273603
soldier3,0.4549165595323804,0.09610044284965094,6.750567936343445,10.000000000000007,0.4649562877029464,1.1230000000000009,-0.25485307777016747,1.160073983167035,0.8093462277460073,22.408549110438,0.020301026955845094,2.2165675652475216,0.38130805864375844,6.05113018667641,10.000000000000007,2.249125888879817,0.8450000000000006,-0.335662406402707,1.2443689233657698,0.7472504502713666,33.79177496717879,0.06559488418114838,-15.218733326889694,2.866295424185315,6.459285396249437,10.000000000000007,15.486299563161946,1.400000000000001,-0.22437508923728752,1.1501141927113436,0.8543600005251673,28.191367147561763,-0.5398366545059857,0.4910447664872648,0.3260122040542037,7.5201916557759,0.18086327039385441
soldier22,0.46057396531759975,0.12475707876248086,6.840513990608128,10.000000000000007,0.4771715074121577,1.384000000000001,-0.1601130069464365,1.0946312608081994,0.8831610049664962,13.629189040415893,0.03379320397947502,2.2010405197272007,0.5488491319547738,6.28527795647376,10.000000000000007,2.26843858241514,1.557000000000001,0.3696042900899835,0.774706123727474,1.2535523220019154,16.082433015397356,0.1368599214820245,-29.433173318449118,8.661557705447336,6.707222643851716,10.000000000000007,30.681166704093204,1.8820000000000014,-0.22029920166122707,1.1426510960852703,0.8645591669565077,11.547389326285273,-2.548902828750262,0.47088745470555793,0.3097010010575359,7.571325245848402,0.18076726917640876
